period,scenario,selected_after_cap,selected_before_cap,spec
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap50,7455,7455,btc_rb_z5_gap0.5_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h24_k1_short_cap50,1091,1091,btc_rb_z5_gap0.5_cd144_h24_k1_short
BASE,btc_rb_z5_gap1_cd24_h24_k1_short_capnone,80108,80108,btc_rb_z5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_capnone,72493,72493,btc_rb_z5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_capnone,71345,71345,btc_rb_z5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_capnone,7615,7615,btc_rb_z5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd24_h24_k1_short_capnone,1148,1148,btc_rb_z5_gap1_cd24_h24_k1_short
BASE,btc_rb_z5_gap1_cd24_h24_k1_short_cap20,80108,80108,btc_rb_z5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap20,72493,72493,btc_rb_z5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap20,71345,71345,btc_rb_z5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap20,7615,7615,btc_rb_z5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd24_h24_k1_short_cap20,1148,1148,btc_rb_z5_gap1_cd24_h24_k1_short
BASE,btc_rb_z5_gap1_cd24_h24_k1_short_cap50,80108,80108,btc_rb_z5_gap1_cd24_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap50,72493,72493,btc_rb_z5_gap1_cd24_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap50,71345,71345,btc_rb_z5_gap1_cd24_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd24_h24_k1_short_cap50,7615,7615,btc_rb_z5_gap1_cd24_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd24_h24_k1_short_cap50,1148,1148,btc_rb_z5_gap1_cd24_h24_k1_short
BASE,btc_rb_z5_gap1_cd144_h24_k1_short_capnone,70010,70010,btc_rb_z5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_capnone,63266,63266,btc_rb_z5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_capnone,6744,6744,btc_rb_z5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h24_k1_short_capnone,1007,1007,btc_rb_z5_gap1_cd144_h24_k1_short
BASE,btc_rb_z5_gap1_cd144_h24_k1_short_cap20,70010,70010,btc_rb_z5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap20,63266,63266,btc_rb_z5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap20,62259,62259,btc_rb_z5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap20,6744,6744,btc_rb_z5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h24_k1_short_cap20,1007,1007,btc_rb_z5_gap1_cd144_h24_k1_short
BASE,btc_rb_z5_gap1_cd144_h24_k1_short_cap50,70010,70010,btc_rb_z5_gap1_cd144_h24_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap50,63266,63266,btc_rb_z5_gap1_cd144_h24_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap50,62259,62259,btc_rb_z5_gap1_cd144_h24_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h24_k1_short_cap50,6744,6744,btc_rb_z5_gap1_cd144_h24_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h24_k1_short_cap50,1007,1007,btc_rb_z5_gap1_cd144_h24_k1_short
BASE,btc_rb_z5_gap0_cd36_h36_k1_short_capnone,89621,89621,btc_rb_z5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_capnone,80552,80552,btc_rb_z5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_capnone,79205,79205,btc_rb_z5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_capnone,9069,9069,btc_rb_z5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd36_h36_k1_short_capnone,1347,1347,btc_rb_z5_gap0_cd36_h36_k1_short
BASE,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,89212,89621,btc_rb_z5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,80350,80552,btc_rb_z5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,79044,79205,btc_rb_z5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,8862,9069,btc_rb_z5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd36_h36_k1_short_cap20,1306,1347,btc_rb_z5_gap0_cd36_h36_k1_short
BASE,btc_rb_z5_gap0_cd36_h36_k1_short_cap50,89621,89621,btc_rb_z5_gap0_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap50,80552,80552,btc_rb_z5_gap0_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap50,79205,79205,btc_rb_z5_gap0_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd36_h36_k1_short_cap50,9069,9069,btc_rb_z5_gap0_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd36_h36_k1_short_cap50,1347,1347,btc_rb_z5_gap0_cd36_h36_k1_short
BASE,btc_rb_z5_gap0_cd144_h36_k1_short_capnone,79418,79418,btc_rb_z5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_capnone,71319,71319,btc_rb_z5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_capnone,8099,8099,btc_rb_z5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h36_k1_short_capnone,1199,1199,btc_rb_z5_gap0_cd144_h36_k1_short
BASE,btc_rb_z5_gap0_cd144_h36_k1_short_cap20,79253,79418,btc_rb_z5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap20,71229,71319,btc_rb_z5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap20,70052,70120,btc_rb_z5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap20,8025,8099,btc_rb_z5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h36_k1_short_cap20,1177,1199,btc_rb_z5_gap0_cd144_h36_k1_short
BASE,btc_rb_z5_gap0_cd144_h36_k1_short_cap50,79418,79418,btc_rb_z5_gap0_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap50,71319,71319,btc_rb_z5_gap0_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap50,70120,70120,btc_rb_z5_gap0_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h36_k1_short_cap50,8099,8099,btc_rb_z5_gap0_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h36_k1_short_cap50,1199,1199,btc_rb_z5_gap0_cd144_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd36_h36_k1_short_capnone,84171,84171,btc_rb_z5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_capnone,75877,75877,btc_rb_z5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_capnone,74659,74659,btc_rb_z5_gap0.5_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_capnone,8294,8294,btc_rb_z5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd36_h36_k1_short_capnone,1218,1218,btc_rb_z5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap20,84019,84171,btc_rb_z5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap20,75806,75877,btc_rb_z5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap20,74606,74659,btc_rb_z5_gap0.5_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap20,8214,8294,btc_rb_z5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap20,1200,1218,btc_rb_z5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap50,84171,84171,btc_rb_z5_gap0.5_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap50,75877,75877,btc_rb_z5_gap0.5_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap50,74659,74659,btc_rb_z5_gap0.5_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap50,8294,8294,btc_rb_z5_gap0.5_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd36_h36_k1_short_cap50,1218,1218,btc_rb_z5_gap0.5_cd36_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h36_k1_short_capnone,74960,74960,btc_rb_z5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_capnone,67505,67505,btc_rb_z5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_capnone,66414,66414,btc_rb_z5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_capnone,7455,7455,btc_rb_z5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h36_k1_short_capnone,1091,1091,btc_rb_z5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap20,74903,74960,btc_rb_z5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap20,67477,67505,btc_rb_z5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap20,66393,66414,btc_rb_z5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap20,7427,7455,btc_rb_z5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap20,1084,1091,btc_rb_z5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap50,74960,74960,btc_rb_z5_gap0.5_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap50,67505,67505,btc_rb_z5_gap0.5_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap50,66414,66414,btc_rb_z5_gap0.5_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap50,7455,7455,btc_rb_z5_gap0.5_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h36_k1_short_cap50,1091,1091,btc_rb_z5_gap0.5_cd144_h36_k1_short
BASE,btc_rb_z5_gap1_cd36_h36_k1_short_capnone,78075,78075,btc_rb_z5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_capnone,70643,70643,btc_rb_z5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_capnone,69530,69530,btc_rb_z5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_capnone,7432,7432,btc_rb_z5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd36_h36_k1_short_capnone,1113,1113,btc_rb_z5_gap1_cd36_h36_k1_short
BASE,btc_rb_z5_gap1_cd36_h36_k1_short_cap20,78031,78075,btc_rb_z5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap20,70617,70643,btc_rb_z5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap20,69508,69530,btc_rb_z5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap20,7414,7432,btc_rb_z5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd36_h36_k1_short_cap20,1109,1113,btc_rb_z5_gap1_cd36_h36_k1_short
BASE,btc_rb_z5_gap1_cd36_h36_k1_short_cap50,78075,78075,btc_rb_z5_gap1_cd36_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap50,70643,70643,btc_rb_z5_gap1_cd36_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap50,69530,69530,btc_rb_z5_gap1_cd36_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd36_h36_k1_short_cap50,7432,7432,btc_rb_z5_gap1_cd36_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd36_h36_k1_short_cap50,1113,1113,btc_rb_z5_gap1_cd36_h36_k1_short
BASE,btc_rb_z5_gap1_cd144_h36_k1_short_capnone,70010,70010,btc_rb_z5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_capnone,63266,63266,btc_rb_z5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_capnone,62259,62259,btc_rb_z5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_capnone,6744,6744,btc_rb_z5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h36_k1_short_capnone,1007,1007,btc_rb_z5_gap1_cd144_h36_k1_short
BASE,btc_rb_z5_gap1_cd144_h36_k1_short_cap20,69993,70010,btc_rb_z5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap20,63256,63266,btc_rb_z5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap20,62250,62259,btc_rb_z5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap20,6737,6744,btc_rb_z5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h36_k1_short_cap20,1006,1007,btc_rb_z5_gap1_cd144_h36_k1_short
BASE,btc_rb_z5_gap1_cd144_h36_k1_short_cap50,70010,70010,btc_rb_z5_gap1_cd144_h36_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap50,63266,63266,btc_rb_z5_gap1_cd144_h36_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap50,62259,62259,btc_rb_z5_gap1_cd144_h36_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd144_h36_k1_short_cap50,6744,6744,btc_rb_z5_gap1_cd144_h36_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd144_h36_k1_short_cap50,1007,1007,btc_rb_z5_gap1_cd144_h36_k1_short
BASE,btc_rb_z5_gap0_cd48_h48_k1_short_capnone,87806,87806,btc_rb_z5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_capnone,78925,78925,btc_rb_z5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_capnone,77606,77606,btc_rb_z5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_capnone,8881,8881,btc_rb_z5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd48_h48_k1_short_capnone,1319,1319,btc_rb_z5_gap0_cd48_h48_k1_short
BASE,btc_rb_z5_gap0_cd48_h48_k1_short_cap20,85890,87806,btc_rb_z5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap20,77852,78925,btc_rb_z5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap20,76705,77606,btc_rb_z5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap20,8039,8881,btc_rb_z5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd48_h48_k1_short_cap20,1147,1319,btc_rb_z5_gap0_cd48_h48_k1_short
BASE,btc_rb_z5_gap0_cd48_h48_k1_short_cap50,87806,87806,btc_rb_z5_gap0_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap50,78925,78925,btc_rb_z5_gap0_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap50,77606,77606,btc_rb_z5_gap0_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd48_h48_k1_short_cap50,8881,8881,btc_rb_z5_gap0_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd48_h48_k1_short_cap50,1319,1319,btc_rb_z5_gap0_cd48_h48_k1_short
BASE,btc_rb_z5_gap0_cd144_h48_k1_short_capnone,79413,79413,btc_rb_z5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_capnone,71319,71319,btc_rb_z5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_capnone,70120,70120,btc_rb_z5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_capnone,8094,8094,btc_rb_z5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h48_k1_short_capnone,1199,1199,btc_rb_z5_gap0_cd144_h48_k1_short
BASE,btc_rb_z5_gap0_cd144_h48_k1_short_cap20,78276,79413,btc_rb_z5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap20,70707,71319,btc_rb_z5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap20,69606,70120,btc_rb_z5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap20,7569,8094,btc_rb_z5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h48_k1_short_cap20,1101,1199,btc_rb_z5_gap0_cd144_h48_k1_short
BASE,btc_rb_z5_gap0_cd144_h48_k1_short_cap50,79413,79413,btc_rb_z5_gap0_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap50,71319,71319,btc_rb_z5_gap0_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap50,70120,70120,btc_rb_z5_gap0_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0_cd144_h48_k1_short_cap50,8094,8094,btc_rb_z5_gap0_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0_cd144_h48_k1_short_cap50,1199,1199,btc_rb_z5_gap0_cd144_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd48_h48_k1_short_capnone,82516,82516,btc_rb_z5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_capnone,74390,74390,btc_rb_z5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_capnone,73195,73195,btc_rb_z5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_capnone,8126,8126,btc_rb_z5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd48_h48_k1_short_capnone,1195,1195,btc_rb_z5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap20,81466,82516,btc_rb_z5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap20,73808,74390,btc_rb_z5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap20,72716,73195,btc_rb_z5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap20,7663,8126,btc_rb_z5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap20,1092,1195,btc_rb_z5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap50,82516,82516,btc_rb_z5_gap0.5_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap50,74390,74390,btc_rb_z5_gap0.5_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap50,73195,73195,btc_rb_z5_gap0.5_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap50,8126,8126,btc_rb_z5_gap0.5_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd48_h48_k1_short_cap50,1195,1195,btc_rb_z5_gap0.5_cd48_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h48_k1_short_capnone,74955,74955,btc_rb_z5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_capnone,67505,67505,btc_rb_z5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_capnone,66414,66414,btc_rb_z5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_capnone,7450,7450,btc_rb_z5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h48_k1_short_capnone,1091,1091,btc_rb_z5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap20,74377,74955,btc_rb_z5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap20,67193,67505,btc_rb_z5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap20,66154,66414,btc_rb_z5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap20,7186,7450,btc_rb_z5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap20,1039,1091,btc_rb_z5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap50,74955,74955,btc_rb_z5_gap0.5_cd144_h48_k1_short
EX_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap50,67505,67505,btc_rb_z5_gap0.5_cd144_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap50,66414,66414,btc_rb_z5_gap0.5_cd144_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap50,7450,7450,btc_rb_z5_gap0.5_cd144_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap0.5_cd144_h48_k1_short_cap50,1091,1091,btc_rb_z5_gap0.5_cd144_h48_k1_short
BASE,btc_rb_z5_gap1_cd48_h48_k1_short_capnone,76598,76598,btc_rb_z5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_capnone,69311,69311,btc_rb_z5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_capnone,68216,68216,btc_rb_z5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_capnone,7287,7287,btc_rb_z5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd48_h48_k1_short_capnone,1095,1095,btc_rb_z5_gap1_cd48_h48_k1_short
BASE,btc_rb_z5_gap1_cd48_h48_k1_short_cap20,76126,76598,btc_rb_z5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap20,69045,69311,btc_rb_z5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap20,68005,68216,btc_rb_z5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap20,7085,7287,btc_rb_z5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd48_h48_k1_short_cap20,1040,1095,btc_rb_z5_gap1_cd48_h48_k1_short
BASE,btc_rb_z5_gap1_cd48_h48_k1_short_cap50,76598,76598,btc_rb_z5_gap1_cd48_h48_k1_short
EX_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap50,69311,69311,btc_rb_z5_gap1_cd48_h48_k1_short
PRE_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap50,68216,68216,btc_rb_z5_gap1_cd48_h48_k1_short
ONLY_2025Q4,btc_rb_z5_gap1_cd48_h48_k1_short_cap50,7287,7287,btc_rb_z5_gap1_cd48_h48_k1_short
2026_ENTRY_ONLY,btc_rb_z5_gap1_cd48_h48_k1_short_cap50,1095,1095,btc_rb_z5_gap1_cd48_h48_k1_short
