symbol,file,bars,raw_bear_displacements,confirmed_events_before_horizon_expand,kept_event_horizon_rows,first_ts,last_ts
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,112982,5407,25743,102972,2024-12-09 23:00:00,2026-01-12 07:25:00
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,213540,11147,56536,226144,2023-12-26 21:30:00,2026-01-12 08:30:00
MTL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MTL_5m.csv,503375,29166,144823,579292,2021-03-31 16:00:00,2026-01-12 11:50:00
MUBARAK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MUBARAK_5m.csv,84755,4142,20259,81036,2025-03-17 22:45:00,2026-01-12 07:10:00
MYRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYRO_5m.csv,193421,9636,47984,191936,2024-03-05 17:30:00,2026-01-12 08:15:00
MYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYX_5m.csv,57980,2840,14303,57212,2025-06-18 21:30:00,2026-01-12 06:50:00
NAORIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NAORIS_5m.csv,45594,2254,11569,46276,2025-07-31 21:30:00,2026-01-12 06:45:00
NEAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEAR_5m.csv,551474,28611,142818,571272,2020-10-15 17:00:00,2026-01-12 13:05:00
NEIRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIRO_5m.csv,137213,6255,31139,124556,2024-09-16 20:30:00,2026-01-12 07:45:00
NEIROETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIROETH_5m.csv,140064,5384,26323,105292,2024-09-06 23:00:00,2026-01-12 07:50:00
NEO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEO_5m.csv,620891,35145,177412,709648,2020-02-17 17:45:00,2026-01-12 14:35:00
NEWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEWT_5m.csv,57668,2750,12973,51892,2025-06-19 23:30:00,2026-01-12 06:50:00
NFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NFP_5m.csv,213240,10611,52947,211788,2023-12-27 22:30:00,2026-01-12 08:30:00
NIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NIL_5m.csv,82748,4592,22068,88272,2025-03-24 22:00:00,2026-01-12 07:10:00
NKN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NKN_5m.csv,500782,27238,137187,548748,2021-04-09 16:00:00,2026-01-12 11:45:00
NMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NMR_5m.csv,267424,14645,72245,288980,2023-06-22 21:00:00,2026-01-12 09:25:00
NOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOM_5m.csv,27792,1378,6665,26660,2025-10-01 17:00:00,2026-01-12 06:35:00
NOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOT_5m.csv,172614,8572,42653,170612,2024-05-16 23:00:00,2026-01-12 08:05:00
NTRN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NTRN_5m.csv,225647,11697,57546,230184,2023-11-14 21:00:00,2026-01-12 08:40:00
NULS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NULS_5m.csv,143299,3660,17813,71252,2024-08-26 17:30:00,2026-01-12 07:50:00
NXPC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NXPC_5m.csv,67845,3738,18466,73864,2025-05-15 15:30:00,2026-01-12 06:55:00
OBOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OBOL_5m.csv,70103,3254,17027,68108,2025-05-07 19:30:00,2026-01-12 07:00:00
OCEAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OCEAN_5m.csv,546012,22446,114006,456024,2020-11-03 16:00:00,2026-01-12 12:55:00
OG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OG_5m.csv,68679,3614,18327,73308,2025-05-12 18:00:00,2026-01-12 06:55:00
OGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OGN_5m.csv,503086,24972,124504,498016,2021-04-01 16:00:00,2026-01-12 11:45:00
OL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OL_5m.csv,55976,2694,13522,54088,2025-06-25 20:30:00,2026-01-12 06:50:00
OM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OM_5m.csv,199405,9917,49869,199476,2024-02-13 23:00:00,2026-01-12 08:20:00
OMG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMG_5m.csv,581715,27289,136544,546176,2020-07-02 18:00:00,2026-01-12 14:10:00
OMNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMNI_5m.csv,180966,7840,38838,155352,2024-04-17 23:00:00,2026-01-12 08:05:00
ON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ON_5m.csv,15648,760,3953,15812,2025-11-18 22:40:00,2026-01-12 06:35:00
ONDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONDO_5m.csv,206331,10488,52852,211408,2024-01-20 22:00:00,2026-01-12 08:25:00
ONE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONE_5m.csv,507122,26148,130005,520020,2021-03-18 16:00:00,2026-01-12 12:05:00
ONG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONG_5m.csv,221888,12636,63563,254252,2023-11-27 22:00:00,2026-01-12 08:35:00
ONT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONT_5m.csv,622630,34212,170695,682780,2020-02-11 17:05:00,2026-01-12 14:50:00
OP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OP_5m.csv,380300,18836,94251,377004,2022-06-01 23:00:00,2026-01-12 10:35:00
OPEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OPEN_5m.csv,34356,1719,8137,32548,2025-09-08 22:00:00,2026-01-12 06:40:00
ORBS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORBS_5m.csv,233790,6848,34525,138100,2023-10-17 15:00:00,2026-01-12 09:00:00
ORCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORCA_5m.csv,113835,5881,28410,113640,2024-12-07 00:00:00,2026-01-12 07:30:00
ORDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDER_5m.csv,29175,1642,7904,31616,2025-09-26 21:45:00,2026-01-12 06:40:00
ORDI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDI_5m.csv,227658,11152,56073,224292,2023-11-07 21:30:00,2026-01-12 08:45:00
OXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OXT_5m.csv,253018,14201,70874,283496,2023-08-11 21:00:00,2026-01-12 09:10:00
PARTI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PARTI_5m.csv,82459,3912,18848,75392,2025-03-25 22:00:00,2026-01-12 07:05:00
PAXG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PAXG_5m.csv,81912,6809,32423,129692,2025-03-27 19:30:00,2026-01-12 07:05:00
PENDLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENDLE_5m.csv,257167,13660,65715,262860,2023-07-28 11:30:00,2026-01-12 09:20:00
PENGU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENGU_5m.csv,110650,5269,25597,102388,2024-12-18 01:15:00,2026-01-12 07:25:00
PEOPLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PEOPLE_5m.csv,426217,21338,106920,427680,2021-12-24 13:00:00,2026-01-12 11:00:00
PERP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PERP_5m.csv,300252,15760,79220,316880,2023-03-06 21:00:00,2026-01-12 09:55:00
PHA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHA_5m.csv,106962,5373,26967,107868,2024-12-30 20:30:00,2026-01-12 07:20:00
PHB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHB_5m.csv,305408,16128,81128,324512,2023-02-16 23:30:00,2026-01-12 10:05:00
PIEVERSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIEVERSE_5m.csv,15649,732,3535,14140,2025-11-18 22:35:00,2026-01-12 06:35:00
PIPPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIPPIN_5m.csv,99775,4781,24336,97344,2025-01-24 19:15:00,2026-01-12 07:15:00
PIXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIXEL_5m.csv,197664,9888,49210,196840,2024-02-20 00:00:00,2026-01-12 08:20:00
PLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLAY_5m.csv,45630,2354,11858,47432,2025-07-31 18:30:00,2026-01-12 06:45:00
PLUME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLUME_5m.csv,83612,4339,21171,84684,2025-03-21 22:00:00,2026-01-12 07:10:00
PNUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PNUT_5m.csv,121067,5733,28458,113832,2024-11-11 21:30:00,2026-01-12 07:35:00
POL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POL_5m.csv,138068,7650,38822,155288,2024-09-13 21:15:00,2026-01-12 07:50:00
POLYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POLYX_5m.csv,231526,13173,66555,266220,2023-10-25 11:30:00,2026-01-12 08:55:00
PONKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PONKE_5m.csv,123084,6027,29189,116756,2024-11-04 21:30:00,2026-01-12 07:35:00
POPCAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POPCAT_5m.csv,144398,6648,32938,131752,2024-08-22 22:00:00,2026-01-12 07:55:00
PORT3,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORT3_5m.csv,62058,2605,13107,52428,2025-06-04 17:45:00,2026-01-12 06:55:00
PORTAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORTAL_5m.csv,194783,9783,48451,193804,2024-03-01 00:00:00,2026-01-12 08:15:00
POWR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POWR_5m.csv,230949,12629,62850,251400,2023-10-27 11:30:00,2026-01-12 08:50:00
PROM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROM_5m.csv,102340,5852,29622,118488,2025-01-15 21:30:00,2026-01-12 07:15:00
PROMPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROMPT_5m.csv,77640,3753,18253,73012,2025-04-11 15:30:00,2026-01-12 07:05:00
PROVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROVE_5m.csv,44101,2413,11383,45532,2025-08-06 02:00:00,2026-01-12 06:45:00
PTB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PTB_5m.csv,35802,1773,8754,35016,2025-09-03 21:30:00,2026-01-12 06:40:00
PUFFER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUFFER_5m.csv,62061,3663,18747,74988,2025-06-04 17:30:00,2026-01-12 06:55:00
PUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMP_5m.csv,74807,3418,17214,68856,2025-04-12 23:30:00,2026-01-12 06:50:00
PUMPBTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMPBTC_5m.csv,59450,2746,13445,53780,2025-06-13 19:00:00,2026-01-12 06:50:00
PUNDIX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUNDIX_5m.csv,72125,4359,21895,87580,2025-04-30 19:00:00,2026-01-12 07:00:00
PYTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PYTH_5m.csv,223310,12136,60031,240124,2023-11-22 23:30:00,2026-01-12 08:35:00
Q,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\Q_5m.csv,36149,1895,9616,38464,2025-09-02 16:30:00,2026-01-12 06:40:00
QNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QNT_5m.csv,339827,21538,108804,435216,2022-10-20 11:30:00,2026-01-12 10:20:00
QTUM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QTUM_5m.csv,620035,35926,178133,712532,2020-02-20 17:05:00,2026-01-12 14:35:00
QUICK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QUICK_5m.csv,140172,6316,31199,124796,2024-09-06 14:00:00,2026-01-12 07:50:00
RAD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAD_5m.csv,279810,5510,28186,112744,2023-05-10 21:00:00,2026-01-12 09:30:00
RARE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RARE_5m.csv,146416,7666,38070,152280,2024-08-15 22:00:00,2026-01-12 08:00:00
RAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAY_5m.csv,462516,7080,34208,136832,2021-08-20 12:30:00,2026-01-12 11:25:00
RAYSOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAYSOL_5m.csv,112718,5789,28541,114164,2024-12-10 21:00:00,2026-01-12 07:25:00
RDNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RDNT_5m.csv,289895,15198,75859,303436,2023-04-05 21:00:00,2026-01-12 09:40:00
RECALL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RECALL_5m.csv,23705,1161,5649,22596,2025-10-15 21:30:00,2026-01-12 06:35:00
RED,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RED_5m.csv,87896,4433,21227,84908,2025-03-07 01:00:00,2026-01-12 07:10:00
REEF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REEF_5m.csv,514037,22075,111423,445692,2021-02-22 16:05:00,2026-01-12 12:25:00
REI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REI_5m.csv,134049,6385,31547,126188,2024-09-27 20:00:00,2026-01-12 07:45:00
REN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REN_5m.csv,552063,24988,125005,500020,2020-10-13 16:00:00,2026-01-12 13:10:00
RENDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RENDER_5m.csv,152212,8041,39871,159484,2024-07-26 19:00:00,2026-01-12 08:00:00
RESOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RESOLV_5m.csv,60273,2751,13315,53260,2025-06-10 22:30:00,2026-01-12 06:50:00
REZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REZ_5m.csv,177223,8688,42833,171332,2024-04-30 23:00:00,2026-01-12 08:05:00
RIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIF_5m.csv,232559,12096,61215,244860,2023-10-21 21:30:00,2026-01-12 08:55:00
RIVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIVER_5m.csv,23102,1010,5212,20848,2025-10-17 23:45:00,2026-01-12 06:35:00
RLC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLC_5m.csv,573384,31174,155645,622580,2020-07-31 16:00:00,2026-01-12 13:55:00
RLS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLS_5m.csv,11660,589,3213,12852,2025-12-02 19:00:00,2026-01-12 06:35:00
RONIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RONIN_5m.csv,201535,11261,54767,219068,2024-02-06 13:30:00,2026-01-12 08:20:00
ROSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ROSE_5m.csv,424206,22569,113177,452708,2021-12-31 12:30:00,2026-01-12 10:55:00
RPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RPL_5m.csv,139217,7220,35902,143608,2024-09-09 21:30:00,2026-01-12 07:50:00
RSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RSR_5m.csv,550332,30024,150670,602680,2020-10-19 16:05:00,2026-01-12 13:00:00
RUNE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RUNE_5m.csv,563298,29798,145671,582684,2020-09-04 16:10:00,2026-01-12 13:35:00
RVN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVN_5m.csv,513750,27634,137978,551912,2021-02-23 16:00:00,2026-01-12 12:25:00
RVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVV_5m.csv,22829,999,5108,20432,2025-10-18 22:30:00,2026-01-12 06:35:00
S,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\S_5m.csv,102082,5521,26926,107704,2025-01-16 19:00:00,2026-01-12 07:15:00
SAFE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAFE_5m.csv,125965,7077,34203,136812,2024-10-25 21:30:00,2026-01-12 07:40:00
SAGA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAGA_5m.csv,183313,9322,46365,185460,2024-04-09 19:30:00,2026-01-12 08:05:00
SAHARA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAHARA_5m.csv,55682,2888,14217,56868,2025-06-26 21:00:00,2026-01-12 06:50:00
SAND,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAND_5m.csv,522104,27921,141384,565536,2021-01-25 16:00:00,2026-01-12 12:35:00
SANTOS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SANTOS_5m.csv,125083,6415,32189,128756,2024-10-28 23:00:00,2026-01-12 07:40:00
SAPIEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAPIEN_5m.csv,39775,1958,9413,37652,2025-08-21 02:30:00,2026-01-12 06:45:00
SC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SC_5m.csv,499917,8001,39382,157528,2021-04-12 16:00:00,2026-01-12 11:40:00
SCR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCR_5m.csv,126860,6637,32194,128776,2024-10-22 19:00:00,2026-01-12 07:40:00
SCRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCRT_5m.csv,118198,6063,29640,118560,2024-11-21 20:30:00,2026-01-12 07:30:00
SEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SEI_5m.csv,251404,12194,60135,240540,2023-08-17 11:30:00,2026-01-12 09:10:00
SENT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SENT_5m.csv,15649,841,4133,16532,2025-11-18 22:35:00,2026-01-12 06:35:00
SFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SFP_5m.csv,513461,30419,153632,614528,2021-02-24 16:00:00,2026-01-12 12:20:00
SHELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SHELL_5m.csv,92778,4708,23223,92892,2025-02-18 02:15:00,2026-01-12 07:10:00
SIGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIGN_5m.csv,72689,4384,21674,86696,2025-04-28 20:00:00,2026-01-12 07:00:00
SIREN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIREN_5m.csv,83372,3990,20599,82396,2025-03-22 18:00:00,2026-01-12 07:10:00
SKATE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKATE_5m.csv,60596,2340,12072,48288,2025-06-09 19:30:00,2026-01-12 06:50:00
SKL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKL_5m.csv,535923,30766,151850,607400,2020-12-08 16:35:00,2026-01-12 12:45:00
SKY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKY_5m.csv,34140,1915,9634,38536,2025-09-09 16:00:00,2026-01-12 06:40:00
SKYAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKYAI_5m.csv,68382,3808,18342,73368,2025-05-13 18:45:00,2026-01-12 06:55:00
SLERF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLERF_5m.csv,118198,4787,23802,95208,2024-11-21 20:30:00,2026-01-12 07:30:00
SLP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLP_5m.csv,47908,2293,11628,46512,2025-07-23 20:45:00,2026-01-12 06:45:00
SNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNT_5m.csv,229100,3400,16749,66996,2023-11-02 21:30:00,2026-01-12 08:50:00
SNX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNX_5m.csv,569351,31447,154939,619756,2020-08-14 16:00:00,2026-01-12 13:50:00
SOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOL_5m.csv,560418,29298,146696,586784,2020-09-14 16:00:00,2026-01-12 13:25:00
SOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOLV_5m.csv,101767,4776,23747,94988,2025-01-17 21:15:00,2026-01-12 07:15:00
SOMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOMI_5m.csv,38431,1873,9034,36136,2025-08-25 18:30:00,2026-01-12 06:45:00
SONIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SONIC_5m.csv,104424,5566,26980,107920,2025-01-08 16:00:00,2026-01-12 07:20:00
SOON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOON_5m.csv,65518,3218,15526,62104,2025-05-23 17:30:00,2026-01-12 06:55:00
SOPH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOPH_5m.csv,64023,3353,16435,65740,2025-05-28 22:00:00,2026-01-12 06:55:00
SPELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPELL_5m.csv,352387,18920,95773,383092,2022-09-06 21:00:00,2026-01-12 10:30:00
SPK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPK_5m.csv,58310,2630,12690,50760,2025-06-17 18:00:00,2026-01-12 06:50:00
SPX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPX_5m.csv,112709,5692,27103,108412,2024-12-10 21:45:00,2026-01-12 07:25:00
SQD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SQD_5m.csv,59993,3307,15899,63596,2025-06-11 21:45:00,2026-01-12 06:50:00
SSV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SSV_5m.csv,303133,15992,79172,316688,2023-02-24 21:00:00,2026-01-12 10:00:00
STABLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STABLE_5m.csv,15649,793,3858,15432,2025-11-18 22:35:00,2026-01-12 06:35:00
STBL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STBL_5m.csv,31851,1634,8008,32032,2025-09-17 14:45:00,2026-01-12 06:40:00
STEEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STEEM_5m.csv,227346,13149,65736,262944,2023-11-08 23:30:00,2026-01-12 08:45:00
STG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STG_5m.csv,355843,20017,98509,394036,2022-08-25 21:00:00,2026-01-12 10:30:00
STMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STMX_5m.csv,505969,20229,97335,389340,2021-03-22 16:00:00,2026-01-12 12:00:00
STO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STO_5m.csv,77253,4060,19836,79344,2025-04-12 23:45:00,2026-01-12 07:05:00
STORJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STORJ_5m.csv,559842,31526,155336,621344,2020-09-16 16:00:00,2026-01-12 13:25:00
STPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STPT_5m.csv,233400,3783,18960,75840,2023-10-18 23:30:00,2026-01-12 09:00:00
STRAX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRAX_5m.csv,235562,2298,11320,45280,2023-10-11 11:30:00,2026-01-12 09:05:00
STRK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRK_5m.csv,197352,9651,48734,194936,2024-02-21 02:00:00,2026-01-12 08:15:00
STX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STX_5m.csv,303968,15393,76940,307760,2023-02-21 23:30:00,2026-01-12 10:05:00
SUI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUI_5m.csv,281780,13981,68553,274212,2023-05-04 01:00:00,2026-01-12 09:35:00
SUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUN_5m.csv,144397,7974,40180,160720,2024-08-22 22:05:00,2026-01-12 07:55:00
SUPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUPER_5m.csv,222176,11554,56568,226272,2023-11-26 22:00:00,2026-01-12 08:35:00
SUSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUSHI_5m.csv,563299,29542,147804,591216,2020-09-04 16:00:00,2026-01-12 13:30:00
SWARMS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWARMS_5m.csv,104649,4865,24809,99236,2025-01-07 21:15:00,2026-01-12 07:20:00
SWELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWELL_5m.csv,121890,6213,30363,121452,2024-11-09 01:00:00,2026-01-12 07:35:00
SXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXP_5m.csv,576242,32068,161437,645748,2020-07-21 18:00:00,2026-01-12 14:05:00
SXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXT_5m.csv,71567,4016,19863,79452,2025-05-02 17:30:00,2026-01-12 07:00:00
SYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYN_5m.csv,146133,7300,36141,144564,2024-08-16 21:30:00,2026-01-12 07:55:00
SYRUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYRUP_5m.csv,70127,3740,18047,72188,2025-05-07 17:30:00,2026-01-12 07:00:00
SYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYS_5m.csv,145269,7147,35511,142044,2024-08-19 21:30:00,2026-01-12 07:55:00
T,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\T_5m.csv,309748,17281,84211,336844,2023-02-01 22:00:00,2026-01-12 10:15:00
TA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TA_5m.csv,48536,2025,10230,40920,2025-07-21 16:30:00,2026-01-12 06:50:00
TAC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAC_5m.csv,50228,2391,11848,47392,2025-07-15 19:30:00,2026-01-12 06:50:00
TAG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAG_5m.csv,47338,2364,11909,47636,2025-07-25 20:15:00,2026-01-12 06:45:00
TAIKO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAIKO_5m.csv,59997,3558,17216,68864,2025-06-11 21:30:00,2026-01-12 06:50:00
TAKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAKE_5m.csv,35817,2102,10362,41448,2025-09-03 20:15:00,2026-01-12 06:40:00
TANSSI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TANSSI_5m.csv,51943,2292,11713,46852,2025-07-09 20:30:00,2026-01-12 06:50:00
TAO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAO_5m.csv,182689,9591,48275,193100,2024-04-11 23:30:00,2026-01-12 08:05:00
THE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THE_5m.csv,116461,5999,29253,117012,2024-11-27 21:15:00,2026-01-12 07:30:00
THETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THETA_5m.csv,592099,33231,167330,669320,2020-05-27 17:00:00,2026-01-12 14:30:00
TIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TIA_5m.csv,229610,11481,57473,229892,2023-11-01 03:00:00,2026-01-12 08:50:00
